#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Amt	Ftcd	2099395	2093205	10090.ENSMUSP00000035230	10090.ENSMUSP00000001183	0.069	0	0	0	0	0	0.900	0	0.902
Sfrp1	Wnt16	2098938	2098273	10090.ENSMUSP00000033952	10090.ENSMUSP00000031681	0	0	0	0	0	0.204	0.800	0.437	0.902
Axin1	Nkd1	2105990	2098988	10090.ENSMUSP00000073974	10090.ENSMUSP00000034086	0	0	0	0	0	0	0	0.902	0.902
Atic	Ftcd	2096883	2093205	10090.ENSMUSP00000027384	10090.ENSMUSP00000001183	0	0	0	0	0	0	0.900	0.068	0.902
Fzd1	Fzd7	2103611	2100625	10090.ENSMUSP00000058629	10090.ENSMUSP00000041825	0	0	0	0.982	0	0	0.900	0.644	0.901
Wnt7b	Wnt7a	2111258	2098401	10090.ENSMUSP00000105051	10090.ENSMUSP00000032180	0	0	0	0.984	0	0	0.900	0.865	0.901
Lrp6	Lrp5	2098447	2096438	10090.ENSMUSP00000032322	10090.ENSMUSP00000025856	0	0	0	0.979	0	0	0.900	0.900	0.901
Fzd5	Fzd8	2104983	2100231	10090.ENSMUSP00000067783	10090.ENSMUSP00000039660	0	0	0	0.974	0	0	0.900	0.751	0.901
Wnt5b	Wnt5a	2112347	2104589	10090.ENSMUSP00000113188	10090.ENSMUSP00000064878	0	0	0	0.985	0	0	0.900	0.851	0.901
Lrp5	Wnt6	2096438	2093841	10090.ENSMUSP00000025856	10090.ENSMUSP00000006716	0	0	0	0	0	0	0.800	0.524	0.900
Wnt3a	Wnt3	2094044	2093060	10090.ENSMUSP00000010044	10090.ENSMUSP00000000127	0	0	0	0.987	0	0	0.900	0.760	0.900
Ube2i	Senp2	2103113	2095872	10090.ENSMUSP00000055714	10090.ENSMUSP00000023561	0	0	0	0	0	0.588	0	0.767	0.900
Lrp5	Fzd6	2096438	2095664	10090.ENSMUSP00000025856	10090.ENSMUSP00000022906	0	0	0	0	0	0	0.800	0.523	0.900
Wnt5b	Lrp5	2112347	2096438	10090.ENSMUSP00000113188	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.525	0.900
Paics	Shmt2	2098091	2096621	10090.ENSMUSP00000031160	10090.ENSMUSP00000026470	0.066	0	0	0	0.844	0	0	0.363	0.899
Tcf7	Ctbp1	2107629	2106847	10090.ENSMUSP00000084055	10090.ENSMUSP00000078682	0	0	0	0	0	0.102	0.800	0.475	0.897
Wnt7b	Dkk1	2111258	2096415	10090.ENSMUSP00000105051	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.389	0.836	0.896
Tcf7	T	2107629	2106026	10090.ENSMUSP00000084055	10090.ENSMUSP00000074236	0	0	0	0	0	0.104	0.426	0.813	0.896
Axin1	Wnt3	2105990	2093060	10090.ENSMUSP00000073974	10090.ENSMUSP00000000127	0	0	0	0	0	0.232	0.493	0.751	0.894
Ctbp2	Cdh1	2113961	2093091	10090.ENSMUSP00000130294	10090.ENSMUSP00000000312	0	0	0	0	0	0	0.563	0.768	0.894
Wnt9a	Sfrp4	2111153	2093430	10090.ENSMUSP00000104411	10090.ENSMUSP00000002883	0	0	0	0	0	0.204	0.800	0.380	0.892
Tcf7	Axin1	2107629	2105990	10090.ENSMUSP00000084055	10090.ENSMUSP00000073974	0	0	0	0	0	0.299	0.426	0.755	0.892
Ccnd1	Fosl1	2108527	2096435	10090.ENSMUSP00000091495	10090.ENSMUSP00000025850	0	0	0	0	0	0.070	0.559	0.758	0.892
Gsk3b	Csnk1d	2095854	2094490	10090.ENSMUSP00000023507	10090.ENSMUSP00000018274	0	0	0	0	0	0.067	0.800	0.461	0.890
Lrp5	Cdh1	2096438	2093091	10090.ENSMUSP00000025856	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.889	0.889
Ccnd3	Myc	2100390	2095683	10090.ENSMUSP00000040488	10090.ENSMUSP00000022971	0	0	0	0	0	0	0.493	0.789	0.889
Ctbp2	Tcf7	2113961	2107629	10090.ENSMUSP00000130294	10090.ENSMUSP00000084055	0	0	0	0	0	0.102	0.800	0.423	0.887
Myc	Ctnnb1	2095683	2093883	10090.ENSMUSP00000022971	10090.ENSMUSP00000007130	0	0	0	0	0	0.164	0.628	0.663	0.886
Ccnd1	Hspa8	2108527	2094310	10090.ENSMUSP00000091495	10090.ENSMUSP00000015800	0	0	0	0	0	0.617	0	0.711	0.885
Wnt5a	Frzb	2104589	2097203	10090.ENSMUSP00000064878	10090.ENSMUSP00000028389	0	0	0	0	0	0.204	0	0.861	0.885
Wnt1	Ctnnb1	2095926	2093883	10090.ENSMUSP00000023734	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.844	0.884
Mapk8	Dvl1	2111593	2098025	10090.ENSMUSP00000107576	10090.ENSMUSP00000030948	0	0	0	0	0	0.531	0	0.762	0.884
Cth	Ahcyl1	2112417	2097534	10090.ENSMUSP00000113672	10090.ENSMUSP00000029490	0	0	0	0	0.089	0	0.800	0.406	0.882
Cth	Ahcyl2	2112417	2112079	10090.ENSMUSP00000113672	10090.ENSMUSP00000110897	0	0	0	0	0.089	0	0.800	0.406	0.882
Fpgs	Tyms	2097116	2096725	10090.ENSMUSP00000028148	10090.ENSMUSP00000026846	0	0	0	0	0	0	0.800	0.435	0.882
Jun	Cdh1	2102864	2093091	10090.ENSMUSP00000054270	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.882	0.882
Wnt5b	Dvl1	2112347	2098025	10090.ENSMUSP00000113188	10090.ENSMUSP00000030948	0	0	0	0	0	0.270	0.439	0.726	0.878
Csnk1a1	Dvl1	2113706	2098025	10090.ENSMUSP00000128871	10090.ENSMUSP00000030948	0	0	0	0	0	0.116	0.559	0.711	0.878
Wnt9a	Lrp5	2111153	2096438	10090.ENSMUSP00000104411	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.413	0.877
Wnt5a	Ctnnb1	2104589	2093883	10090.ENSMUSP00000064878	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.833	0.876
Ube2i	Jun	2103113	2102864	10090.ENSMUSP00000055714	10090.ENSMUSP00000054270	0	0	0	0	0	0.381	0	0.808	0.876
Sfrp2	Dkk1	2097579	2096415	10090.ENSMUSP00000029625	10090.ENSMUSP00000025803	0	0	0	0	0	0.510	0	0.754	0.874
Lrp5	Wnt10a	2096438	2093842	10090.ENSMUSP00000025856	10090.ENSMUSP00000006718	0	0	0	0	0	0	0.800	0.398	0.874
Wnt16	Lrp5	2098273	2096438	10090.ENSMUSP00000031681	10090.ENSMUSP00000025856	0	0	0	0	0	0	0.800	0.398	0.874
Sfrp1	Dkk1	2098938	2096415	10090.ENSMUSP00000033952	10090.ENSMUSP00000025803	0	0	0	0	0	0.510	0	0.749	0.872
Dkk1	Ctnnb1	2096415	2093883	10090.ENSMUSP00000025803	10090.ENSMUSP00000007130	0	0	0	0	0	0.232	0.559	0.653	0.872
Mthfr	Mthfd1l	2105247	2099574	10090.ENSMUSP00000069774	10090.ENSMUSP00000036178	0.587	0	0	0	0	0	0	0.704	0.872
Csnk1d	Ctnnb1	2094490	2093883	10090.ENSMUSP00000018274	10090.ENSMUSP00000007130	0	0	0	0	0	0.165	0.559	0.682	0.872
Porcn	Wnt16	2106493	2098273	10090.ENSMUSP00000076790	10090.ENSMUSP00000031681	0	0	0	0	0	0	0.800	0.381	0.870
Mapk8	Hspa8	2111593	2094310	10090.ENSMUSP00000107576	10090.ENSMUSP00000015800	0	0	0	0	0	0	0.800	0.367	0.868
Apc	Myc	2106775	2095683	10090.ENSMUSP00000078337	10090.ENSMUSP00000022971	0	0	0	0	0	0.802	0	0.354	0.867
Wnt5b	Dvl2	2112347	2094637	10090.ENSMUSP00000113188	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0.439	0.699	0.866
Shmt2	Shmt1	2096621	2094559	10090.ENSMUSP00000026470	10090.ENSMUSP00000018744	0	0	0.527	0.973	0.303	0.085	0.800	0.882	0.866
Dvl2	Wnt3	2094637	2093060	10090.ENSMUSP00000019362	10090.ENSMUSP00000000127	0	0	0	0	0	0.270	0.439	0.696	0.865
Fzd5	Ctnnb1	2104983	2093883	10090.ENSMUSP00000067783	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0.494	0.679	0.864
Gsk3b	Wnt3	2095854	2093060	10090.ENSMUSP00000023507	10090.ENSMUSP00000000127	0	0	0	0	0	0.246	0.455	0.697	0.864
Axin1	Fzd5	2105990	2104983	10090.ENSMUSP00000073974	10090.ENSMUSP00000067783	0	0	0	0	0	0	0.494	0.739	0.862
Wnt9a	Porcn	2111153	2106493	10090.ENSMUSP00000104411	10090.ENSMUSP00000076790	0	0	0	0	0	0	0.800	0.340	0.862
Slc19a1	Slc46a1	2110682	2093194	10090.ENSMUSP00000101050	10090.ENSMUSP00000001126	0	0	0	0	0	0	0	0.861	0.861
Wnt7b	Dvl1	2111258	2098025	10090.ENSMUSP00000105051	10090.ENSMUSP00000030948	0	0	0	0	0	0.270	0	0.816	0.860
Axin1	Fzd7	2105990	2100625	10090.ENSMUSP00000073974	10090.ENSMUSP00000041825	0	0	0	0	0	0	0.310	0.804	0.859
Mapk8	Dvl2	2111593	2094637	10090.ENSMUSP00000107576	10090.ENSMUSP00000019362	0	0	0	0	0	0.531	0	0.708	0.857
Axin1	Wnt2	2105990	2094091	10090.ENSMUSP00000073974	10090.ENSMUSP00000010941	0	0	0	0	0	0.232	0.311	0.748	0.855
Frzb	Wnt3a	2097203	2094044	10090.ENSMUSP00000028389	10090.ENSMUSP00000010044	0	0	0	0	0	0.576	0	0.673	0.855
Csnk2a1	Ctnnb1	2109556	2093883	10090.ENSMUSP00000096829	10090.ENSMUSP00000007130	0	0	0	0	0	0.165	0.800	0.204	0.855
Tcf7	Wnt3a	2107629	2094044	10090.ENSMUSP00000084055	10090.ENSMUSP00000010044	0	0	0	0	0	0.270	0	0.809	0.855
Ccnd1	Cdh1	2108527	2093091	10090.ENSMUSP00000091495	10090.ENSMUSP00000000312	0	0	0	0	0	0.165	0	0.831	0.853
Dmgdh	Mthfd1	2100232	2095182	10090.ENSMUSP00000039663	10090.ENSMUSP00000021443	0.399	0	0	0	0.434	0	0	0.605	0.853
Dmgdh	Mthfd1l	2100232	2099574	10090.ENSMUSP00000039663	10090.ENSMUSP00000036178	0.399	0	0	0	0.434	0	0	0.601	0.852
Fzd2	Sfrp2	2108516	2097579	10090.ENSMUSP00000091463	10090.ENSMUSP00000029625	0	0	0	0.717	0.150	0	0.800	0.608	0.852
Mapk8	Lrp6	2111593	2098447	10090.ENSMUSP00000107576	10090.ENSMUSP00000032322	0	0	0	0	0	0	0	0.851	0.852
Axin1	Fzd8	2105990	2100231	10090.ENSMUSP00000073974	10090.ENSMUSP00000039660	0	0	0	0	0	0	0.494	0.720	0.852
Sfrp1	Fzd6	2098938	2095664	10090.ENSMUSP00000033952	10090.ENSMUSP00000022906	0	0	0	0.674	0	0.165	0.800	0.469	0.851
Ep300	Cdh1	2104849	2093091	10090.ENSMUSP00000066789	10090.ENSMUSP00000000312	0	0	0	0	0	0.164	0	0.829	0.851
Wnt7a	Ctnnb1	2098401	2093883	10090.ENSMUSP00000032180	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.798	0.850
Axin1	Wnt7a	2105990	2098401	10090.ENSMUSP00000073974	10090.ENSMUSP00000032180	0	0	0	0	0	0.232	0.311	0.739	0.850
Wnt5a	Gsk3b	2104589	2095854	10090.ENSMUSP00000064878	10090.ENSMUSP00000023507	0	0	0	0	0	0.246	0.311	0.734	0.850
Myc	Ppp2r1a	2095683	2093917	10090.ENSMUSP00000022971	10090.ENSMUSP00000007708	0	0	0	0	0	0	0	0.847	0.847
Axin1	Wnt4	2105990	2099636	10090.ENSMUSP00000073974	10090.ENSMUSP00000036580	0	0	0	0	0	0.232	0.311	0.733	0.846
Dmgdh	Shmt2	2100232	2096621	10090.ENSMUSP00000039663	10090.ENSMUSP00000026470	0.292	0	0	0	0.346	0.166	0	0.649	0.846
Paics	Mthfd2	2098091	2093734	10090.ENSMUSP00000031160	10090.ENSMUSP00000005810	0.395	0	0	0	0.636	0	0	0.351	0.844
Fzd8	Ctnnb1	2100231	2093883	10090.ENSMUSP00000039660	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0.494	0.632	0.844
Csnk2a1	Fos	2109556	2095256	10090.ENSMUSP00000096829	10090.ENSMUSP00000021674	0	0	0	0	0	0.164	0	0.819	0.843
Ctbp2	Tle2	2113961	2112862	10090.ENSMUSP00000130294	10090.ENSMUSP00000121125	0	0	0	0	0	0.444	0.482	0.499	0.843
Tle2	Ctbp1	2112862	2106847	10090.ENSMUSP00000121125	10090.ENSMUSP00000078682	0	0	0	0	0	0.444	0.482	0.499	0.843
T	Fgf4	2106026	2103297	10090.ENSMUSP00000074236	10090.ENSMUSP00000056752	0	0	0	0	0	0	0	0.842	0.842
Fzd3	Sfrp1	2112550	2098938	10090.ENSMUSP00000115325	10090.ENSMUSP00000033952	0	0	0	0.685	0	0.110	0.800	0.503	0.842
Porcn	Wnt11	2106493	2104506	10090.ENSMUSP00000076790	10090.ENSMUSP00000064333	0	0	0	0	0	0	0.800	0.238	0.841
Lrp6	Wif1	2098447	2094864	10090.ENSMUSP00000032322	10090.ENSMUSP00000020439	0	0	0	0	0	0	0.628	0.591	0.841
Wnt7b	Ctnnb1	2111258	2093883	10090.ENSMUSP00000105051	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.785	0.840
Wnt4	Dvl1	2099636	2098025	10090.ENSMUSP00000036580	10090.ENSMUSP00000030948	0	0	0	0	0	0.270	0	0.790	0.840
Fzd4	Cdh1	2102112	2093091	10090.ENSMUSP00000049852	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.840	0.840
Fzd5	Sfrp1	2104983	2098938	10090.ENSMUSP00000067783	10090.ENSMUSP00000033952	0	0	0	0.690	0	0.081	0.800	0.566	0.840
Fzd8	Sfrp1	2100231	2098938	10090.ENSMUSP00000039660	10090.ENSMUSP00000033952	0	0	0	0.692	0	0.081	0.800	0.561	0.840
Fzd4	Sfrp1	2102112	2098938	10090.ENSMUSP00000049852	10090.ENSMUSP00000033952	0	0	0	0.709	0	0.081	0.800	0.592	0.840
Cdk4	Celf1	2093868	2093719	10090.ENSMUSP00000006911	10090.ENSMUSP00000005643	0	0	0	0	0	0	0	0.840	0.840
Fzd2	Sfrp1	2108516	2098938	10090.ENSMUSP00000091463	10090.ENSMUSP00000033952	0	0	0	0.709	0	0.081	0.800	0.573	0.839
Tcf7	Sox17	2107629	2096773	10090.ENSMUSP00000084055	10090.ENSMUSP00000027035	0	0	0	0.644	0	0	0.800	0.555	0.838
Fzd9	Sfrp1	2102740	2098938	10090.ENSMUSP00000053551	10090.ENSMUSP00000033952	0	0	0	0.698	0	0.081	0.800	0.534	0.838
Fzd2	Sfrp4	2108516	2093430	10090.ENSMUSP00000091463	10090.ENSMUSP00000002883	0	0	0	0.722	0	0	0.800	0.682	0.837
Ctbp2	Ep300	2113961	2104849	10090.ENSMUSP00000130294	10090.ENSMUSP00000066789	0	0	0	0	0	0.372	0.495	0.528	0.837
Fzd3	Sfrp2	2112550	2097579	10090.ENSMUSP00000115325	10090.ENSMUSP00000029625	0	0	0	0.690	0	0	0.800	0.607	0.836
Ctbp1	Ep300	2106847	2104849	10090.ENSMUSP00000078682	10090.ENSMUSP00000066789	0	0	0	0	0	0.362	0.495	0.532	0.836
Ep300	Fosl1	2104849	2096435	10090.ENSMUSP00000066789	10090.ENSMUSP00000025850	0	0	0	0	0	0.374	0.559	0.450	0.835
Porcn	Wnt8b	2106493	2100807	10090.ENSMUSP00000076790	10090.ENSMUSP00000042867	0	0	0	0	0	0	0.800	0.209	0.835
Porcn	Wnt8a	2106493	2094132	10090.ENSMUSP00000076790	10090.ENSMUSP00000012426	0	0	0	0	0	0	0.800	0.209	0.835
Fzd7	Sfrp1	2100625	2098938	10090.ENSMUSP00000041825	10090.ENSMUSP00000033952	0	0	0	0.713	0	0.081	0.800	0.514	0.835
Wnt2b	Ctnnb1	2097506	2093883	10090.ENSMUSP00000029429	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.776	0.834
Tcf7	Wnt5a	2107629	2104589	10090.ENSMUSP00000084055	10090.ENSMUSP00000064878	0	0	0	0	0	0.270	0	0.781	0.834
Fzd1	Sfrp1	2103611	2098938	10090.ENSMUSP00000058629	10090.ENSMUSP00000033952	0	0	0	0.715	0	0.081	0.800	0.479	0.833
Axin1	Senp2	2105990	2095872	10090.ENSMUSP00000073974	10090.ENSMUSP00000023561	0	0	0	0	0	0.165	0	0.808	0.833
Fzd5	Gsk3b	2104983	2095854	10090.ENSMUSP00000067783	10090.ENSMUSP00000023507	0	0	0	0	0	0.270	0.494	0.584	0.832
Fosl1	Myc	2096435	2095683	10090.ENSMUSP00000025850	10090.ENSMUSP00000022971	0	0	0	0	0.222	0	0.559	0.551	0.832
Bhmt	Mthfr	2109573	2105247	10090.ENSMUSP00000096912	10090.ENSMUSP00000069774	0.454	0	0	0	0.279	0	0	0.606	0.831
Fzd4	Sfrp4	2102112	2093430	10090.ENSMUSP00000049852	10090.ENSMUSP00000002883	0	0	0	0.704	0	0	0.800	0.544	0.831
Tcf7	Wnt4	2107629	2099636	10090.ENSMUSP00000084055	10090.ENSMUSP00000036580	0	0	0	0	0	0.270	0	0.777	0.831
Mthfd1l	Atic	2099574	2096883	10090.ENSMUSP00000036178	10090.ENSMUSP00000027384	0.450	0	0	0	0.455	0	0	0.479	0.830
Sfrp2	Fzd6	2097579	2095664	10090.ENSMUSP00000029625	10090.ENSMUSP00000022906	0	0	0	0.681	0	0	0.800	0.487	0.829
Fzd8	Sfrp2	2100231	2097579	10090.ENSMUSP00000039660	10090.ENSMUSP00000029625	0	0	0	0.734	0	0	0.800	0.577	0.829
Fzd4	Sfrp2	2102112	2097579	10090.ENSMUSP00000049852	10090.ENSMUSP00000029625	0	0	0	0.728	0	0	0.800	0.558	0.829
Fzd7	Ctnnb1	2100625	2093883	10090.ENSMUSP00000041825	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.786	0.828
Fzd5	Sfrp2	2104983	2097579	10090.ENSMUSP00000067783	10090.ENSMUSP00000029625	0	0	0	0.716	0	0	0.800	0.512	0.827
Fzd8	Sfrp4	2100231	2093430	10090.ENSMUSP00000039660	10090.ENSMUSP00000002883	0	0	0	0.732	0	0	0.800	0.524	0.827
Fzd9	Sfrp2	2102740	2097579	10090.ENSMUSP00000053551	10090.ENSMUSP00000029625	0	0	0	0.740	0	0	0.800	0.527	0.826
Wnt7b	Axin1	2111258	2105990	10090.ENSMUSP00000105051	10090.ENSMUSP00000073974	0	0	0	0	0	0.232	0.311	0.698	0.826
Ep300	Ube2i	2104849	2103113	10090.ENSMUSP00000066789	10090.ENSMUSP00000055714	0	0	0	0	0	0.165	0	0.799	0.825
Fzd5	Sfrp4	2104983	2093430	10090.ENSMUSP00000067783	10090.ENSMUSP00000002883	0	0	0	0.750	0	0	0.800	0.538	0.825
Fzd1	Sfrp4	2103611	2093430	10090.ENSMUSP00000058629	10090.ENSMUSP00000002883	0	0	0	0.732	0	0	0.800	0.480	0.824
Csnk2a1	Myc	2109556	2095683	10090.ENSMUSP00000096829	10090.ENSMUSP00000022971	0	0	0	0	0	0.381	0	0.725	0.823
Axin1	Fzd4	2105990	2102112	10090.ENSMUSP00000073974	10090.ENSMUSP00000049852	0	0	0	0	0	0	0.310	0.755	0.823
Fzd3	Sfrp4	2112550	2093430	10090.ENSMUSP00000115325	10090.ENSMUSP00000002883	0	0	0	0.699	0	0	0.800	0.419	0.823
Fzd6	Sfrp4	2095664	2093430	10090.ENSMUSP00000022906	10090.ENSMUSP00000002883	0	0	0	0.673	0	0	0.800	0.372	0.822
Ube2i	Dnmt3a	2103113	2095036	10090.ENSMUSP00000055714	10090.ENSMUSP00000020991	0	0	0	0	0	0.357	0	0.734	0.822
Fzd7	Sfrp4	2100625	2093430	10090.ENSMUSP00000041825	10090.ENSMUSP00000002883	0	0	0	0.731	0	0	0.800	0.405	0.820
Fzd1	Sfrp2	2103611	2097579	10090.ENSMUSP00000058629	10090.ENSMUSP00000029625	0	0	0	0.726	0	0	0.800	0.403	0.820
Ube2i	Dnmt1	2103113	2093584	10090.ENSMUSP00000055714	10090.ENSMUSP00000004202	0	0	0	0	0	0	0	0.820	0.820
Dvl1	Senp2	2098025	2095872	10090.ENSMUSP00000030948	10090.ENSMUSP00000023561	0	0	0	0	0.071	0	0.800	0.107	0.819
Wnt7a	Gsk3b	2098401	2095854	10090.ENSMUSP00000032180	10090.ENSMUSP00000023507	0	0	0	0	0	0.246	0.311	0.679	0.819
Fzd7	Sfrp2	2100625	2097579	10090.ENSMUSP00000041825	10090.ENSMUSP00000029625	0	0	0	0.723	0	0	0.800	0.372	0.819
Fos	Ccnd2	2095256	2093069	10090.ENSMUSP00000021674	10090.ENSMUSP00000000188	0	0	0	0	0	0.070	0.456	0.670	0.819
Fgf4	Wnt7a	2103297	2098401	10090.ENSMUSP00000056752	10090.ENSMUSP00000032180	0	0	0	0	0	0.065	0	0.813	0.818
Fzd9	Sfrp4	2102740	2093430	10090.ENSMUSP00000053551	10090.ENSMUSP00000002883	0	0	0	0.734	0	0	0.800	0.372	0.818
Dvl1	Wnt2	2098025	2094091	10090.ENSMUSP00000030948	10090.ENSMUSP00000010941	0	0	0	0	0	0.270	0	0.761	0.818
Ctbp1	Fos	2106847	2095256	10090.ENSMUSP00000078682	10090.ENSMUSP00000021674	0	0	0	0	0	0	0	0.817	0.817
Fzd8	Gsk3b	2100231	2095854	10090.ENSMUSP00000039660	10090.ENSMUSP00000023507	0	0	0	0	0	0.270	0.494	0.542	0.816
Csnk1a1	Dvl2	2113706	2094637	10090.ENSMUSP00000128871	10090.ENSMUSP00000019362	0	0	0	0	0	0.116	0.466	0.642	0.816
Axin1	Wnt2b	2105990	2097506	10090.ENSMUSP00000073974	10090.ENSMUSP00000029429	0	0	0	0	0	0.232	0.311	0.680	0.816
Wnt5b	Axin1	2112347	2105990	10090.ENSMUSP00000113188	10090.ENSMUSP00000073974	0	0	0	0	0	0.232	0.311	0.680	0.816
Fos	Dnmt1	2095256	2093584	10090.ENSMUSP00000021674	10090.ENSMUSP00000004202	0	0	0	0	0	0	0	0.814	0.814
Wnt9a	Dvl1	2111153	2098025	10090.ENSMUSP00000104411	10090.ENSMUSP00000030948	0	0	0	0	0	0.232	0	0.765	0.812
Dvl1	Wnt2b	2098025	2097506	10090.ENSMUSP00000030948	10090.ENSMUSP00000029429	0	0	0	0	0	0.270	0	0.752	0.811
Tcf7	Wnt3	2107629	2093060	10090.ENSMUSP00000084055	10090.ENSMUSP00000000127	0	0	0	0	0	0.270	0	0.749	0.810
Cth	Cdh1	2112417	2093091	10090.ENSMUSP00000113672	10090.ENSMUSP00000000312	0	0	0	0	0	0	0	0.810	0.810
Wnt9a	Tcf7	2111153	2107629	10090.ENSMUSP00000104411	10090.ENSMUSP00000084055	0	0	0	0	0	0.270	0	0.749	0.810
Wnt7b	Tcf7	2111258	2107629	10090.ENSMUSP00000105051	10090.ENSMUSP00000084055	0	0	0	0	0	0.270	0	0.750	0.810
Senp2	Dvl2	2095872	2094637	10090.ENSMUSP00000023561	10090.ENSMUSP00000019362	0	0	0	0	0.071	0	0.800	0	0.806
Wnt4	Gsk3b	2099636	2095854	10090.ENSMUSP00000036580	10090.ENSMUSP00000023507	0	0	0	0	0	0.246	0.311	0.657	0.806
Wnt11	Dkk1	2104506	2096415	10090.ENSMUSP00000064333	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.310	0.726	0.803
Wnt5b	Ctnnb1	2112347	2093883	10090.ENSMUSP00000113188	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.734	0.802
Mtr	Ahcy	2109768	2104120	10090.ENSMUSP00000097442	10090.ENSMUSP00000061851	0.274	0	0	0	0	0	0	0.738	0.802
Dmgdh	Shmt1	2100232	2094559	10090.ENSMUSP00000039663	10090.ENSMUSP00000018744	0.292	0	0	0	0.346	0.166	0	0.547	0.802
Fzd2	Ctnnb1	2108516	2093883	10090.ENSMUSP00000091463	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.752	0.801
Ccnd3	Fos	2100390	2095256	10090.ENSMUSP00000040488	10090.ENSMUSP00000021674	0	0	0	0	0	0.070	0.456	0.636	0.800
Wnt2	Ctnnb1	2094091	2093883	10090.ENSMUSP00000010941	10090.ENSMUSP00000007130	0	0	0	0	0	0.287	0	0.731	0.800
T	Wnt11	2106026	2104506	10090.ENSMUSP00000074236	10090.ENSMUSP00000064333	0	0	0	0	0	0.106	0	0.785	0.800
Fzd5	Dkk1	2104983	2096415	10090.ENSMUSP00000067783	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.494	0.617	0.798
Sardh	Mthfd1	2110430	2095182	10090.ENSMUSP00000099950	10090.ENSMUSP00000021443	0.369	0	0	0	0.423	0	0	0.490	0.798
Tcf7	Wnt2b	2107629	2097506	10090.ENSMUSP00000084055	10090.ENSMUSP00000029429	0	0	0	0	0	0.270	0	0.733	0.797
Mapk8	Ep300	2111593	2104849	10090.ENSMUSP00000107576	10090.ENSMUSP00000066789	0	0	0	0	0	0.064	0.527	0.576	0.796
Wnt7b	Gsk3b	2111258	2095854	10090.ENSMUSP00000105051	10090.ENSMUSP00000023507	0	0	0	0	0	0.246	0.311	0.640	0.796
Fzd1	Ctnnb1	2103611	2093883	10090.ENSMUSP00000058629	10090.ENSMUSP00000007130	0	0	0	0	0	0.230	0	0.745	0.796
Axin1	Fzd9	2105990	2102740	10090.ENSMUSP00000073974	10090.ENSMUSP00000053551	0	0	0	0	0	0	0.310	0.715	0.795
Sardh	Mthfd1l	2110430	2099574	10090.ENSMUSP00000099950	10090.ENSMUSP00000036178	0.369	0	0	0	0.423	0	0	0.479	0.793
Jun	Dkk1	2102864	2096415	10090.ENSMUSP00000054270	10090.ENSMUSP00000025803	0	0	0	0	0	0	0	0.790	0.790
Fzd3	Axin1	2112550	2105990	10090.ENSMUSP00000115325	10090.ENSMUSP00000073974	0	0	0	0	0	0	0.310	0.706	0.788
Fzd8	Dkk1	2100231	2096415	10090.ENSMUSP00000039660	10090.ENSMUSP00000025803	0	0	0	0	0	0	0.494	0.596	0.787
Wnt9a	Dvl2	2111153	2094637	10090.ENSMUSP00000104411	10090.ENSMUSP00000019362	0	0	0	0	0	0.232	0	0.734	0.787
Tle2	Ctnnb1	2112862	2093883	10090.ENSMUSP00000121125	10090.ENSMUSP00000007130	0	0	0	0	0.068	0.257	0.559	0.384	0.786
Slc9a3r1	Ctnnb1	2095065	2093883	10090.ENSMUSP00000021077	10090.ENSMUSP00000007130	0	0	0	0	0	0.165	0	0.753	0.785
Wnt7a	Dvl2	2098401	2094637	10090.ENSMUSP00000032180	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.718	0.785
Wnt7b	Dvl2	2111258	2094637	10090.ENSMUSP00000105051	10090.ENSMUSP00000019362	0	0	0	0	0	0.270	0	0.718	0.785
Tcf7	Wnt1	2107629	2095926	10090.ENSMUSP00000084055	10090.ENSMUSP00000023734	0	0	0	0	0	0.270	0	0.714	0.783
Ccnd1	Wnt1	2108527	2095926	10090.ENSMUSP00000091495	10090.ENSMUSP00000023734	0	0	0	0	0	0	0	0.782	0.782
Fzd4	Gsk3b	2102112	2095854	10090.ENSMUSP00000049852	10090.ENSMUSP00000023507	0	0	0	0	0	0.270	0.310	0.601	0.781
